region;statistikkvariabel;tid;Folkemengd og kvartalsvise endringar, etter region, statistikkvariabel og tid
0621 Sigdal;Folketalet ved utgangen av kvartalet;2016K1;3493
0622 Krødsherad;Folketalet ved inngangen av kvartalet;2016K1;2275
0622 Krødsherad;Fødde;2016K1;2
0622 Krødsherad;Døde;2016K1;4
0622 Krødsherad;Fødselsoverskot;2016K1;-2
0622 Krødsherad;Innvandring;2016K1;2
0622 Krødsherad;Utvandring;2016K1;2
0622 Krødsherad;Innflytting, innalandsk;2016K1;19
0622 Krødsherad;Utflytting, innalandsk;2016K1;22
0622 Krødsherad;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-3
0622 Krødsherad;Folkevekst;2016K1;-5
0622 Krødsherad;Folketalet ved utgangen av kvartalet;2016K1;2270
0623 Modum;Folketalet ved inngangen av kvartalet;2016K1;13794
0623 Modum;Fødde;2016K1;27
0623 Modum;Døde;2016K1;25
0623 Modum;Fødselsoverskot;2016K1;2
0623 Modum;Innvandring;2016K1;21
0623 Modum;Utvandring;2016K1;11
0623 Modum;Innflytting, innalandsk;2016K1;116
0623 Modum;Utflytting, innalandsk;2016K1;140
0623 Modum;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-14
0623 Modum;Folkevekst;2016K1;-12
0623 Modum;Folketalet ved utgangen av kvartalet;2016K1;13782
0624 Øvre Eiker;Folketalet ved inngangen av kvartalet;2016K1;18205
0624 Øvre Eiker;Fødde;2016K1;41
0624 Øvre Eiker;Døde;2016K1;34
0624 Øvre Eiker;Fødselsoverskot;2016K1;7
0624 Øvre Eiker;Innvandring;2016K1;23
0624 Øvre Eiker;Utvandring;2016K1;19
0624 Øvre Eiker;Innflytting, innalandsk;2016K1;271
0624 Øvre Eiker;Utflytting, innalandsk;2016K1;211
0624 Øvre Eiker;Nettoinnflytting, inkl. inn- og utvandring;2016K1;64
0624 Øvre Eiker;Folkevekst;2016K1;71
0624 Øvre Eiker;Folketalet ved utgangen av kvartalet;2016K1;18276
0625 Nedre Eiker;Folketalet ved inngangen av kvartalet;2016K1;24431
0625 Nedre Eiker;Fødde;2016K1;63
0625 Nedre Eiker;Døde;2016K1;51
0625 Nedre Eiker;Fødselsoverskot;2016K1;12
0625 Nedre Eiker;Innvandring;2016K1;48
0625 Nedre Eiker;Utvandring;2016K1;82
0625 Nedre Eiker;Innflytting, innalandsk;2016K1;315
0625 Nedre Eiker;Utflytting, innalandsk;2016K1;322
0625 Nedre Eiker;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-41
0625 Nedre Eiker;Folkevekst;2016K1;-29
0625 Nedre Eiker;Folketalet ved utgangen av kvartalet;2016K1;24402
0626 Lier;Folketalet ved inngangen av kvartalet;2016K1;25731
0626 Lier;Fødde;2016K1;54
0626 Lier;Døde;2016K1;58
0626 Lier;Fødselsoverskot;2016K1;-4
0626 Lier;Innvandring;2016K1;62
0626 Lier;Utvandring;2016K1;49
0626 Lier;Innflytting, innalandsk;2016K1;319
0626 Lier;Utflytting, innalandsk;2016K1;319
0626 Lier;Nettoinnflytting, inkl. inn- og utvandring;2016K1;13
0626 Lier;Folkevekst;2016K1;9
0626 Lier;Folketalet ved utgangen av kvartalet;2016K1;25740
0627 Røyken;Folketalet ved inngangen av kvartalet;2016K1;21492
0627 Røyken;Fødde;2016K1;46
0627 Røyken;Døde;2016K1;28
0627 Røyken;Fødselsoverskot;2016K1;18
0627 Røyken;Innvandring;2016K1;49
0627 Røyken;Utvandring;2016K1;43
0627 Røyken;Innflytting, innalandsk;2016K1;310
0627 Røyken;Utflytting, innalandsk;2016K1;262
0627 Røyken;Nettoinnflytting, inkl. inn- og utvandring;2016K1;54
0627 Røyken;Folkevekst;2016K1;72
0627 Røyken;Folketalet ved utgangen av kvartalet;2016K1;21564
0628 Hurum;Folketalet ved inngangen av kvartalet;2016K1;9413
0628 Hurum;Fødde;2016K1;17
0628 Hurum;Døde;2016K1;21
0628 Hurum;Fødselsoverskot;2016K1;-4
0628 Hurum;Innvandring;2016K1;19
0628 Hurum;Utvandring;2016K1;19
0628 Hurum;Innflytting, innalandsk;2016K1;107
0628 Hurum;Utflytting, innalandsk;2016K1;100
0628 Hurum;Nettoinnflytting, inkl. inn- og utvandring;2016K1;7
0628 Hurum;Folkevekst;2016K1;3
0628 Hurum;Folketalet ved utgangen av kvartalet;2016K1;9416
0631 Flesberg;Folketalet ved inngangen av kvartalet;2016K1;2699
0631 Flesberg;Fødde;2016K1;8
0631 Flesberg;Døde;2016K1;7
0631 Flesberg;Fødselsoverskot;2016K1;1
0631 Flesberg;Innvandring;2016K1;1
0631 Flesberg;Utvandring;2016K1;2
0631 Flesberg;Innflytting, innalandsk;2016K1;30
0631 Flesberg;Utflytting, innalandsk;2016K1;36
0631 Flesberg;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-7
0631 Flesberg;Folkevekst;2016K1;-6
0631 Flesberg;Folketalet ved utgangen av kvartalet;2016K1;2693
0632 Rollag;Folketalet ved inngangen av kvartalet;2016K1;1404
0632 Rollag;Fødde;2016K1;3
0632 Rollag;Døde;2016K1;4
0632 Rollag;Fødselsoverskot;2016K1;-1
0632 Rollag;Innvandring;2016K1;1
0632 Rollag;Utvandring;2016K1;0
0632 Rollag;Innflytting, innalandsk;2016K1;6
0632 Rollag;Utflytting, innalandsk;2016K1;13
0632 Rollag;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-6
0632 Rollag;Folkevekst;2016K1;-7
0632 Rollag;Folketalet ved utgangen av kvartalet;2016K1;1397
0633 Nore og Uvdal;Folketalet ved inngangen av kvartalet;2016K1;2548
0633 Nore og Uvdal;Fødde;2016K1;7
0633 Nore og Uvdal;Døde;2016K1;6
0633 Nore og Uvdal;Fødselsoverskot;2016K1;1
0633 Nore og Uvdal;Innvandring;2016K1;3
0633 Nore og Uvdal;Utvandring;2016K1;0
0633 Nore og Uvdal;Innflytting, innalandsk;2016K1;16
0633 Nore og Uvdal;Utflytting, innalandsk;2016K1;27
0633 Nore og Uvdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-8
0633 Nore og Uvdal;Folkevekst;2016K1;-7
0633 Nore og Uvdal;Folketalet ved utgangen av kvartalet;2016K1;2541
0701 Horten;Folketalet ved inngangen av kvartalet;2016K1;27178
0701 Horten;Fødde;2016K1;71
0701 Horten;Døde;2016K1;74
0701 Horten;Fødselsoverskot;2016K1;-3
0701 Horten;Innvandring;2016K1;68
0701 Horten;Utvandring;2016K1;53
0701 Horten;Innflytting, innalandsk;2016K1;235
0701 Horten;Utflytting, innalandsk;2016K1;290
0701 Horten;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-40
0701 Horten;Folkevekst;2016K1;-43
0701 Horten;Folketalet ved utgangen av kvartalet;2016K1;27135
0702 Holmestrand;Folketalet ved inngangen av kvartalet;2016K1;10741
0702 Holmestrand;Fødde;2016K1;30
0702 Holmestrand;Døde;2016K1;29
0702 Holmestrand;Fødselsoverskot;2016K1;1
0702 Holmestrand;Innvandring;2016K1;19
0702 Holmestrand;Utvandring;2016K1;15
0702 Holmestrand;Innflytting, innalandsk;2016K1;150
0702 Holmestrand;Utflytting, innalandsk;2016K1;133
0702 Holmestrand;Nettoinnflytting, inkl. inn- og utvandring;2016K1;21
0702 Holmestrand;Folkevekst;2016K1;22
0702 Holmestrand;Folketalet ved utgangen av kvartalet;2016K1;10763
0704 Tønsberg;Folketalet ved inngangen av kvartalet;2016K1;42276
0704 Tønsberg;Fødde;2016K1;90
0704 Tønsberg;Døde;2016K1;109
0704 Tønsberg;Fødselsoverskot;2016K1;-19
0704 Tønsberg;Innvandring;2016K1;77
0704 Tønsberg;Utvandring;2016K1;49
0704 Tønsberg;Innflytting, innalandsk;2016K1;553
0704 Tønsberg;Utflytting, innalandsk;2016K1;562
0704 Tønsberg;Nettoinnflytting, inkl. inn- og utvandring;2016K1;19
0704 Tønsberg;Folkevekst;2016K1;0
0704 Tønsberg;Folketalet ved utgangen av kvartalet;2016K1;42276
0706 Sandefjord;Folketalet ved inngangen av kvartalet;2016K1;45820
0706 Sandefjord;Fødde;2016K1;97
0706 Sandefjord;Døde;2016K1;97
0706 Sandefjord;Fødselsoverskot;2016K1;0
0706 Sandefjord;Innvandring;2016K1;119
0706 Sandefjord;Utvandring;2016K1;67
0706 Sandefjord;Innflytting, innalandsk;2016K1;341
0706 Sandefjord;Utflytting, innalandsk;2016K1;356
0706 Sandefjord;Nettoinnflytting, inkl. inn- og utvandring;2016K1;37
0706 Sandefjord;Folkevekst;2016K1;37
0706 Sandefjord;Folketalet ved utgangen av kvartalet;2016K1;45857
0709 Larvik;Folketalet ved inngangen av kvartalet;2016K1;43867
0709 Larvik;Fødde;2016K1;91
0709 Larvik;Døde;2016K1;119
0709 Larvik;Fødselsoverskot;2016K1;-28
0709 Larvik;Innvandring;2016K1;63
0709 Larvik;Utvandring;2016K1;44
0709 Larvik;Innflytting, innalandsk;2016K1;252
0709 Larvik;Utflytting, innalandsk;2016K1;264
0709 Larvik;Nettoinnflytting, inkl. inn- og utvandring;2016K1;7
0709 Larvik;Folkevekst;2016K1;-21
0709 Larvik;Folketalet ved utgangen av kvartalet;2016K1;43846
0711 Svelvik;Folketalet ved inngangen av kvartalet;2016K1;6604
0711 Svelvik;Fødde;2016K1;11
0711 Svelvik;Døde;2016K1;22
0711 Svelvik;Fødselsoverskot;2016K1;-11
0711 Svelvik;Innvandring;2016K1;20
0711 Svelvik;Utvandring;2016K1;5
0711 Svelvik;Innflytting, innalandsk;2016K1;99
0711 Svelvik;Utflytting, innalandsk;2016K1;105
0711 Svelvik;Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
0711 Svelvik;Folkevekst;2016K1;-2
0711 Svelvik;Folketalet ved utgangen av kvartalet;2016K1;6602
0713 Sande (Vestf.);Folketalet ved inngangen av kvartalet;2016K1;9297
0713 Sande (Vestf.);Fødde;2016K1;30
0713 Sande (Vestf.);Døde;2016K1;17
0713 Sande (Vestf.);Fødselsoverskot;2016K1;13
0713 Sande (Vestf.);Innvandring;2016K1;18
0713 Sande (Vestf.);Utvandring;2016K1;14
0713 Sande (Vestf.);Innflytting, innalandsk;2016K1;114
0713 Sande (Vestf.);Utflytting, innalandsk;2016K1;91
0713 Sande (Vestf.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;27
0713 Sande (Vestf.);Folkevekst;2016K1;40
0713 Sande (Vestf.);Folketalet ved utgangen av kvartalet;2016K1;9337
0714 Hof;Folketalet ved inngangen av kvartalet;2016K1;3163
0714 Hof;Fødde;2016K1;7
0714 Hof;Døde;2016K1;10
0714 Hof;Fødselsoverskot;2016K1;-3
0714 Hof;Innvandring;2016K1;2
0714 Hof;Utvandring;2016K1;5
0714 Hof;Innflytting, innalandsk;2016K1;39
0714 Hof;Utflytting, innalandsk;2016K1;47
0714 Hof;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-11
0714 Hof;Folkevekst;2016K1;-14
0714 Hof;Folketalet ved utgangen av kvartalet;2016K1;3149
0716 Re;Folketalet ved inngangen av kvartalet;2016K1;9361
0716 Re;Fødde;2016K1;38
0716 Re;Døde;2016K1;16
0716 Re;Fødselsoverskot;2016K1;22
0716 Re;Innvandring;2016K1;11
0716 Re;Utvandring;2016K1;3
0716 Re;Innflytting, innalandsk;2016K1;133
0716 Re;Utflytting, innalandsk;2016K1;124
0716 Re;Nettoinnflytting, inkl. inn- og utvandring;2016K1;17
0716 Re;Folkevekst;2016K1;39
0716 Re;Folketalet ved utgangen av kvartalet;2016K1;9400
0719 Andebu;Folketalet ved inngangen av kvartalet;2016K1;5937
0719 Andebu;Fødde;2016K1;13
0719 Andebu;Døde;2016K1;7
0719 Andebu;Fødselsoverskot;2016K1;6
0719 Andebu;Innvandring;2016K1;6
0719 Andebu;Utvandring;2016K1;7
0719 Andebu;Innflytting, innalandsk;2016K1;62
0719 Andebu;Utflytting, innalandsk;2016K1;83
0719 Andebu;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-22
0719 Andebu;Folkevekst;2016K1;-16
0719 Andebu;Folketalet ved utgangen av kvartalet;2016K1;5921
0720 Stokke;Folketalet ved inngangen av kvartalet;2016K1;11657
0720 Stokke;Fødde;2016K1;28
0720 Stokke;Døde;2016K1;25
0720 Stokke;Fødselsoverskot;2016K1;3
0720 Stokke;Innvandring;2016K1;36
0720 Stokke;Utvandring;2016K1;11
0720 Stokke;Innflytting, innalandsk;2016K1;182
0720 Stokke;Utflytting, innalandsk;2016K1;121
0720 Stokke;Nettoinnflytting, inkl. inn- og utvandring;2016K1;86
0720 Stokke;Folkevekst;2016K1;89
0720 Stokke;Folketalet ved utgangen av kvartalet;2016K1;11746
0722 Nøtterøy;Folketalet ved inngangen av kvartalet;2016K1;21621
0722 Nøtterøy;Fødde;2016K1;44
0722 Nøtterøy;Døde;2016K1;45
0722 Nøtterøy;Fødselsoverskot;2016K1;-1
0722 Nøtterøy;Innvandring;2016K1;40
0722 Nøtterøy;Utvandring;2016K1;16
0722 Nøtterøy;Innflytting, innalandsk;2016K1;287
0722 Nøtterøy;Utflytting, innalandsk;2016K1;253
0722 Nøtterøy;Nettoinnflytting, inkl. inn- og utvandring;2016K1;58
0722 Nøtterøy;Folkevekst;2016K1;57
0722 Nøtterøy;Folketalet ved utgangen av kvartalet;2016K1;21678
0723 Tjøme;Folketalet ved inngangen av kvartalet;2016K1;4971
0723 Tjøme;Fødde;2016K1;10
0723 Tjøme;Døde;2016K1;9
0723 Tjøme;Fødselsoverskot;2016K1;1
0723 Tjøme;Innvandring;2016K1;6
0723 Tjøme;Utvandring;2016K1;3
0723 Tjøme;Innflytting, innalandsk;2016K1;64
0723 Tjøme;Utflytting, innalandsk;2016K1;58
0723 Tjøme;Nettoinnflytting, inkl. inn- og utvandring;2016K1;9
0723 Tjøme;Folkevekst;2016K1;10
0723 Tjøme;Folketalet ved utgangen av kvartalet;2016K1;4981
0728 Lardal;Folketalet ved inngangen av kvartalet;2016K1;2474
0728 Lardal;Fødde;2016K1;2
0728 Lardal;Døde;2016K1;7
0728 Lardal;Fødselsoverskot;2016K1;-5
0728 Lardal;Innvandring;2016K1;2
0728 Lardal;Utvandring;2016K1;2
0728 Lardal;Innflytting, innalandsk;2016K1;30
0728 Lardal;Utflytting, innalandsk;2016K1;30
0728 Lardal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;0
0728 Lardal;Folkevekst;2016K1;-5
0728 Lardal;Folketalet ved utgangen av kvartalet;2016K1;2469
0805 Porsgrunn;Folketalet ved inngangen av kvartalet;2016K1;35955
0805 Porsgrunn;Fødde;2016K1;91
0805 Porsgrunn;Døde;2016K1;91
0805 Porsgrunn;Fødselsoverskot;2016K1;0
0805 Porsgrunn;Innvandring;2016K1;45
0805 Porsgrunn;Utvandring;2016K1;32
0805 Porsgrunn;Innflytting, innalandsk;2016K1;290
0805 Porsgrunn;Utflytting, innalandsk;2016K1;344
0805 Porsgrunn;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-41
0805 Porsgrunn;Folkevekst;2016K1;-41
0805 Porsgrunn;Folketalet ved utgangen av kvartalet;2016K1;35914
0806 Skien;Folketalet ved inngangen av kvartalet;2016K1;53952
0806 Skien;Fødde;2016K1;128
0806 Skien;Døde;2016K1;125
0806 Skien;Fødselsoverskot;2016K1;3
0806 Skien;Innvandring;2016K1;85
0806 Skien;Utvandring;2016K1;42
0806 Skien;Innflytting, innalandsk;2016K1;398
0806 Skien;Utflytting, innalandsk;2016K1;387
0806 Skien;Nettoinnflytting, inkl. inn- og utvandring;2016K1;54
0806 Skien;Folkevekst;2016K1;57
0806 Skien;Folketalet ved utgangen av kvartalet;2016K1;54009
0807 Notodden;Folketalet ved inngangen av kvartalet;2016K1;12717
0807 Notodden;Fødde;2016K1;44
0807 Notodden;Døde;2016K1;45
0807 Notodden;Fødselsoverskot;2016K1;-1
0807 Notodden;Innvandring;2016K1;42
0807 Notodden;Utvandring;2016K1;5
0807 Notodden;Innflytting, innalandsk;2016K1;107
0807 Notodden;Utflytting, innalandsk;2016K1;81
0807 Notodden;Nettoinnflytting, inkl. inn- og utvandring;2016K1;63
0807 Notodden;Folkevekst;2016K1;62
0807 Notodden;Folketalet ved utgangen av kvartalet;2016K1;12779
0811 Siljan;Folketalet ved inngangen av kvartalet;2016K1;2335
0811 Siljan;Fødde;2016K1;4
0811 Siljan;Døde;2016K1;5
0811 Siljan;Fødselsoverskot;2016K1;-1
0811 Siljan;Innvandring;2016K1;1
0811 Siljan;Utvandring;2016K1;2
0811 Siljan;Innflytting, innalandsk;2016K1;20
0811 Siljan;Utflytting, innalandsk;2016K1;18
0811 Siljan;Nettoinnflytting, inkl. inn- og utvandring;2016K1;1
0811 Siljan;Folkevekst;2016K1;0
0811 Siljan;Folketalet ved utgangen av kvartalet;2016K1;2335
0814 Bamble;Folketalet ved inngangen av kvartalet;2016K1;14088
0814 Bamble;Fødde;2016K1;32
0814 Bamble;Døde;2016K1;29
0814 Bamble;Fødselsoverskot;2016K1;3
0814 Bamble;Innvandring;2016K1;14
0814 Bamble;Utvandring;2016K1;4
0814 Bamble;Innflytting, innalandsk;2016K1;127
0814 Bamble;Utflytting, innalandsk;2016K1;113
0814 Bamble;Nettoinnflytting, inkl. inn- og utvandring;2016K1;24
0814 Bamble;Folkevekst;2016K1;27
0814 Bamble;Folketalet ved utgangen av kvartalet;2016K1;14115
0815 Kragerø;Folketalet ved inngangen av kvartalet;2016K1;10607
0815 Kragerø;Fødde;2016K1;24
0815 Kragerø;Døde;2016K1;32
0815 Kragerø;Fødselsoverskot;2016K1;-8
0815 Kragerø;Innvandring;2016K1;15
0815 Kragerø;Utvandring;2016K1;4
0815 Kragerø;Innflytting, innalandsk;2016K1;69
0815 Kragerø;Utflytting, innalandsk;2016K1;74
0815 Kragerø;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
0815 Kragerø;Folkevekst;2016K1;-2
0815 Kragerø;Folketalet ved utgangen av kvartalet;2016K1;10605
0817 Drangedal;Folketalet ved inngangen av kvartalet;2016K1;4136
0817 Drangedal;Fødde;2016K1;6
0817 Drangedal;Døde;2016K1;10
0817 Drangedal;Fødselsoverskot;2016K1;-4
0817 Drangedal;Innvandring;2016K1;5
0817 Drangedal;Utvandring;2016K1;3
0817 Drangedal;Innflytting, innalandsk;2016K1;28
0817 Drangedal;Utflytting, innalandsk;2016K1;24
0817 Drangedal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
0817 Drangedal;Folkevekst;2016K1;2
0817 Drangedal;Folketalet ved utgangen av kvartalet;2016K1;4138
0819 Nome;Folketalet ved inngangen av kvartalet;2016K1;6534
0819 Nome;Fødde;2016K1;10
0819 Nome;Døde;2016K1;30
0819 Nome;Fødselsoverskot;2016K1;-20
0819 Nome;Innvandring;2016K1;26
0819 Nome;Utvandring;2016K1;1
0819 Nome;Innflytting, innalandsk;2016K1;63
0819 Nome;Utflytting, innalandsk;2016K1;74
0819 Nome;Nettoinnflytting, inkl. inn- og utvandring;2016K1;14
0819 Nome;Folkevekst;2016K1;-6
0819 Nome;Folketalet ved utgangen av kvartalet;2016K1;6528
0821 Bø (Telem.);Folketalet ved inngangen av kvartalet;2016K1;6101
0821 Bø (Telem.);Fødde;2016K1;17
0821 Bø (Telem.);Døde;2016K1;14
0821 Bø (Telem.);Fødselsoverskot;2016K1;3
0821 Bø (Telem.);Innvandring;2016K1;10
0821 Bø (Telem.);Utvandring;2016K1;14
0821 Bø (Telem.);Innflytting, innalandsk;2016K1;79
0821 Bø (Telem.);Utflytting, innalandsk;2016K1;70
0821 Bø (Telem.);Nettoinnflytting, inkl. inn- og utvandring;2016K1;5
0821 Bø (Telem.);Folkevekst;2016K1;8
0821 Bø (Telem.);Folketalet ved utgangen av kvartalet;2016K1;6109
0822 Sauherad;Folketalet ved inngangen av kvartalet;2016K1;4338
0822 Sauherad;Fødde;2016K1;9
0822 Sauherad;Døde;2016K1;15
0822 Sauherad;Fødselsoverskot;2016K1;-6
0822 Sauherad;Innvandring;2016K1;4
0822 Sauherad;Utvandring;2016K1;4
0822 Sauherad;Innflytting, innalandsk;2016K1;24
0822 Sauherad;Utflytting, innalandsk;2016K1;53
0822 Sauherad;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-29
0822 Sauherad;Folkevekst;2016K1;-35
0822 Sauherad;Folketalet ved utgangen av kvartalet;2016K1;4303
0826 Tinn;Folketalet ved inngangen av kvartalet;2016K1;5940
0826 Tinn;Fødde;2016K1;16
0826 Tinn;Døde;2016K1;21
0826 Tinn;Fødselsoverskot;2016K1;-5
0826 Tinn;Innvandring;2016K1;26
0826 Tinn;Utvandring;2016K1;7
0826 Tinn;Innflytting, innalandsk;2016K1;26
0826 Tinn;Utflytting, innalandsk;2016K1;73
0826 Tinn;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-28
0826 Tinn;Folkevekst;2016K1;-33
0826 Tinn;Folketalet ved utgangen av kvartalet;2016K1;5907
0827 Hjartdal;Folketalet ved inngangen av kvartalet;2016K1;1613
0827 Hjartdal;Fødde;2016K1;4
0827 Hjartdal;Døde;2016K1;5
0827 Hjartdal;Fødselsoverskot;2016K1;-1
0827 Hjartdal;Innvandring;2016K1;0
0827 Hjartdal;Utvandring;2016K1;0
0827 Hjartdal;Innflytting, innalandsk;2016K1;8
0827 Hjartdal;Utflytting, innalandsk;2016K1;13
0827 Hjartdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-5
0827 Hjartdal;Folkevekst;2016K1;-6
0827 Hjartdal;Folketalet ved utgangen av kvartalet;2016K1;1607
0828 Seljord;Folketalet ved inngangen av kvartalet;2016K1;2991
0828 Seljord;Fødde;2016K1;12
0828 Seljord;Døde;2016K1;14
0828 Seljord;Fødselsoverskot;2016K1;-2
0828 Seljord;Innvandring;2016K1;5
0828 Seljord;Utvandring;2016K1;2
0828 Seljord;Innflytting, innalandsk;2016K1;25
0828 Seljord;Utflytting, innalandsk;2016K1;31
0828 Seljord;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-3
0828 Seljord;Folkevekst;2016K1;-5
0828 Seljord;Folketalet ved utgangen av kvartalet;2016K1;2986
0829 Kviteseid;Folketalet ved inngangen av kvartalet;2016K1;2448
0829 Kviteseid;Fødde;2016K1;4
0829 Kviteseid;Døde;2016K1;6
0829 Kviteseid;Fødselsoverskot;2016K1;-2
0829 Kviteseid;Innvandring;2016K1;0
0829 Kviteseid;Utvandring;2016K1;0
0829 Kviteseid;Innflytting, innalandsk;2016K1;32
0829 Kviteseid;Utflytting, innalandsk;2016K1;33
0829 Kviteseid;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-1
0829 Kviteseid;Folkevekst;2016K1;-3
0829 Kviteseid;Folketalet ved utgangen av kvartalet;2016K1;2445
0830 Nissedal;Folketalet ved inngangen av kvartalet;2016K1;1443
0830 Nissedal;Fødde;2016K1;5
0830 Nissedal;Døde;2016K1;2
0830 Nissedal;Fødselsoverskot;2016K1;3
0830 Nissedal;Innvandring;2016K1;1
0830 Nissedal;Utvandring;2016K1;2
0830 Nissedal;Innflytting, innalandsk;2016K1;14
0830 Nissedal;Utflytting, innalandsk;2016K1;7
0830 Nissedal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
0830 Nissedal;Folkevekst;2016K1;9
0830 Nissedal;Folketalet ved utgangen av kvartalet;2016K1;1452
0831 Fyresdal;Folketalet ved inngangen av kvartalet;2016K1;1323
0831 Fyresdal;Fødde;2016K1;1
0831 Fyresdal;Døde;2016K1;2
0831 Fyresdal;Fødselsoverskot;2016K1;-1
0831 Fyresdal;Innvandring;2016K1;0
0831 Fyresdal;Utvandring;2016K1;0
0831 Fyresdal;Innflytting, innalandsk;2016K1;23
0831 Fyresdal;Utflytting, innalandsk;2016K1;10
0831 Fyresdal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;13
0831 Fyresdal;Folkevekst;2016K1;12
0831 Fyresdal;Folketalet ved utgangen av kvartalet;2016K1;1335
0833 Tokke;Folketalet ved inngangen av kvartalet;2016K1;2246
0833 Tokke;Fødde;2016K1;2
0833 Tokke;Døde;2016K1;8
0833 Tokke;Fødselsoverskot;2016K1;-6
0833 Tokke;Innvandring;2016K1;2
0833 Tokke;Utvandring;2016K1;1
0833 Tokke;Innflytting, innalandsk;2016K1;24
0833 Tokke;Utflytting, innalandsk;2016K1;19
0833 Tokke;Nettoinnflytting, inkl. inn- og utvandring;2016K1;6
0833 Tokke;Folkevekst;2016K1;0
0833 Tokke;Folketalet ved utgangen av kvartalet;2016K1;2246
0834 Vinje;Folketalet ved inngangen av kvartalet;2016K1;3727
0834 Vinje;Fødde;2016K1;8
0834 Vinje;Døde;2016K1;18
0834 Vinje;Fødselsoverskot;2016K1;-10
0834 Vinje;Innvandring;2016K1;9
0834 Vinje;Utvandring;2016K1;0
0834 Vinje;Innflytting, innalandsk;2016K1;16
0834 Vinje;Utflytting, innalandsk;2016K1;28
0834 Vinje;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-3
0834 Vinje;Folkevekst;2016K1;-13
0834 Vinje;Folketalet ved utgangen av kvartalet;2016K1;3714
0901 Risør;Folketalet ved inngangen av kvartalet;2016K1;6920
0901 Risør;Fødde;2016K1;13
0901 Risør;Døde;2016K1;16
0901 Risør;Fødselsoverskot;2016K1;-3
0901 Risør;Innvandring;2016K1;19
0901 Risør;Utvandring;2016K1;7
0901 Risør;Innflytting, innalandsk;2016K1;67
0901 Risør;Utflytting, innalandsk;2016K1;80
0901 Risør;Nettoinnflytting, inkl. inn- og utvandring;2016K1;-1
0901 Risør;Folkevekst;2016K1;-4
0901 Risør;Folketalet ved utgangen av kvartalet;2016K1;6916
0904 Grimstad;Folketalet ved inngangen av kvartalet;2016K1;22550
0904 Grimstad;Fødde;2016K1;63
0904 Grimstad;Døde;2016K1;45
0904 Grimstad;Fødselsoverskot;2016K1;18
0904 Grimstad;Innvandring;2016K1;49
0904 Grimstad;Utvandring;2016K1;49
0904 Grimstad;Innflytting, innalandsk;2016K1;206
0904 Grimstad;Utflytting, innalandsk;2016K1;198
0904 Grimstad;Nettoinnflytting, inkl. inn- og utvandring;2016K1;8
0904 Grimstad;Folkevekst;2016K1;26
0904 Grimstad;Folketalet ved utgangen av kvartalet;2016K1;22576
0906 Arendal;Folketalet ved inngangen av kvartalet;2016K1;44313
0906 Arendal;Fødde;2016K1;95
0906 Arendal;Døde;2016K1;91
0906 Arendal;Fødselsoverskot;2016K1;4
0906 Arendal;Innvandring;2016K1;93
0906 Arendal;Utvandring;2016K1;67
0906 Arendal;Innflytting, innalandsk;2016K1;321
0906 Arendal;Utflytting, innalandsk;2016K1;301
0906 Arendal;Nettoinnflytting, inkl. inn- og utvandring;2016K1;46
0906 Arendal;Folkevekst;2016K1;50
0906 Arendal;Folketalet ved utgangen av kvartalet;2016K1;44363
0911 Gjerstad;Folketalet ved inngangen av kvartalet;2016K1;2473
0911 Gjerstad;Fødde;2016K1;2
0911 Gjerstad;Døde;2016K1;3
0911 Gjerstad;Fødselsoverskot;2016K1;-1
0911 Gjerstad;Innvandring;2016K1;10
0911 Gjerstad;Utvandring;2016K1;5
0911 Gjerstad;Innflytting, innalandsk;2016K1;19
0911 Gjerstad;Utflytting, innalandsk;2016K1;22
0911 Gjerstad;Nettoinnflytting, inkl. inn- og utvandring;2016K1;2
0911 Gjerstad;Folkevekst;2016K1;1
0911 Gjerstad;Folketalet ved utgangen av kvartalet;2016K1;2474
0912 Vegårshei;Folketalet ved inngangen av kvartalet;2016K1;2036
0912 Vegårshei;Fødde;2016K1;5
0912 Vegårshei;Døde;2016K1;5
0912 Vegårshei;Fødselsoverskot;2016K1;0
0912 Vegårshei;Innvandring;2016K1;6
